sample_id,day,channel,batch_id,operator,pressure_group,true_pressure_mmhg,true_flow_lmin,channel_pressure_bias,channel_flow_bias,drift_pressure,drift_flow,ext_pressure_mmhg,eol_pressure_mmhg,ext_flow_lmin,eol_flow_lmin,reference_decision,eol_decision,false_pass,false_fail,pressure_bias,flow_bias
S173,4,3,B04,Op_C,failed,48.48,0.251,-0.35,0.015,0.0,0.0,47.85,48.4,0.226,0.298,Fail,Fail,0,0,0.55,0.072
S174,4,3,B04,Op_B,failed,51.38,0.131,-0.35,0.015,0.0,0.0,51.14,50.17,0.139,0.156,Fail,Fail,0,0,-0.97,0.017
S175,4,3,B04,Op_C,borderline,55.21,0.161,-0.35,0.015,0.0,0.0,55.73,54.5,0.163,0.167,Pass,Pass,0,0,-1.23,0.004
S176,4,3,B04,Op_A,borderline,54.55,0.142,-0.35,0.015,0.0,0.0,54.43,53.53,0.153,0.094,Pass,Fail,0,1,-0.9,-0.059
S177,4,3,B04,Op_C,good,61.33,0.098,-0.35,0.015,0.0,0.0,61.64,60.74,0.072,0.107,Pass,Pass,0,0,-0.9,0.035
S178,4,3,B04,Op_B,failed,49.47,0.179,-0.35,0.015,0.0,0.0,49.55,49.41,0.196,0.21,Fail,Fail,0,0,-0.14,0.014
S179,4,3,B04,Op_A,failed,49.74,0.165,-0.35,0.015,0.0,0.0,50.48,49.4,0.153,0.17,Fail,Fail,0,0,-1.08,0.017
S180,4,3,B04,Op_A,good,55.77,0.146,-0.35,0.015,0.0,0.0,55.38,55.88,0.144,0.16,Pass,Pass,0,0,0.5,0.016
S181,4,4,B04,Op_A,good,60.88,0.08,0.1,0.02,0.0,0.0,61.31,61.8,0.094,0.094,Pass,Pass,0,0,0.49,0.0
S182,4,4,B04,Op_C,good,59.97,0.135,0.1,0.02,0.0,0.0,60.58,59.83,0.139,0.145,Pass,Pass,0,0,-0.75,0.006
S183,4,4,B04,Op_B,failed,47.98,0.207,0.1,0.02,0.0,0.0,47.62,47.77,0.212,0.229,Fail,Fail,0,0,0.15,0.017
S184,4,4,B04,Op_A,failed,47.86,0.209,0.1,0.02,0.0,0.0,48.13,48.58,0.221,0.221,Fail,Fail,0,0,0.45,0.0
S185,4,4,B04,Op_A,good,58.19,0.098,0.1,0.02,0.0,0.0,57.85,58.96,0.104,0.161,Pass,Pass,0,0,1.11,0.057
S186,4,4,B04,Op_A,borderline,55.29,0.128,0.1,0.02,0.0,0.0,55.3,55.87,0.123,0.082,Pass,Pass,0,0,0.57,-0.041
S187,4,4,B04,Op_C,good,59.05,0.071,0.1,0.02,0.0,0.0,58.96,58.53,0.069,0.075,Pass,Pass,0,0,-0.43,0.006
S188,4,4,B04,Op_C,failed,49.29,0.17,0.1,0.02,0.0,0.0,48.45,49.66,0.173,0.164,Fail,Fail,0,0,1.21,-0.009
S189,4,4,B04,Op_B,failed,48.99,0.151,0.1,0.02,0.0,0.0,49.14,49.16,0.138,0.178,Fail,Fail,0,0,0.02,0.04
S190,4,4,B04,Op_C,failed,48.92,0.222,0.1,0.02,0.0,0.0,48.97,49.7,0.237,0.244,Fail,Fail,0,0,0.73,0.007
S191,4,4,B04,Op_A,good,56.6,0.127,0.1,0.02,0.0,0.0,57.12,56.33,0.131,0.196,Pass,Pass,0,0,-0.79,0.065
S192,4,4,B04,Op_B,good,57.69,0.122,0.1,0.02,0.0,0.0,57.9,56.71,0.123,0.201,Pass,Pass,0,0,-1.19,0.078
S193,5,1,B05,Op_A,good,57.89,0.109,0.0,0.0,0.0,0.0,58.69,58.34,0.127,0.086,Pass,Pass,0,0,-0.35,-0.041
S194,5,1,B05,Op_A,good,60.52,0.102,0.0,0.0,0.0,0.0,60.56,58.86,0.1,0.102,Pass,Pass,0,0,-1.7,0.002
S195,5,1,B05,Op_C,failed,50.25,0.247,0.0,0.0,0.0,0.0,50.21,49.77,0.244,0.253,Fail,Fail,0,0,-0.44,0.009
S196,5,1,B05,Op_B,failed,49.26,0.172,0.0,0.0,0.0,0.0,49.2,48.59,0.165,0.148,Fail,Fail,0,0,-0.61,-0.017
S197,5,1,B05,Op_C,failed,53.96,0.126,0.0,0.0,0.0,0.0,53.81,53.29,0.131,0.145,Fail,Fail,0,0,-0.52,0.014
S198,5,1,B05,Op_C,failed,49.5,0.195,0.0,0.0,0.0,0.0,48.73,49.01,0.2,0.188,Fail,Fail,0,0,0.28,-0.012
S199,5,1,B05,Op_B,borderline,55.67,0.057,0.0,0.0,0.0,0.0,55.59,56.46,0.047,0.025,Pass,Pass,0,0,0.87,-0.022
S200,5,1,B05,Op_A,borderline,56.12,0.131,0.0,0.0,0.0,0.0,55.4,56.65,0.128,0.123,Pass,Pass,0,0,1.25,-0.005
S201,5,1,B05,Op_A,failed,48.15,0.178,0.0,0.0,0.0,0.0,48.31,47.99,0.168,0.148,Fail,Fail,0,0,-0.32,-0.02
S202,5,1,B05,Op_B,failed,50.61,0.141,0.0,0.0,0.0,0.0,50.18,51.35,0.13,0.172,Fail,Fail,0,0,1.17,0.042
S203,5,1,B05,Op_A,good,58.72,0.125,0.0,0.0,0.0,0.0,58.41,58.03,0.099,0.182,Pass,Pass,0,0,-0.38,0.083
S204,5,1,B05,Op_B,good,58.6,0.112,0.0,0.0,0.0,0.0,58.37,57.82,0.109,0.119,Pass,Pass,0,0,-0.55,0.01
S205,5,2,B05,Op_B,good,60.33,0.05,0.25,-0.01,0.0,0.0,60.26,61.14,0.024,0.043,Pass,Pass,0,0,0.88,0.019
S206,5,2,B05,Op_C,failed,49.57,0.159,0.25,-0.01,0.0,0.0,49.57,50.2,0.152,0.154,Fail,Fail,0,0,0.63,0.002
S207,5,2,B05,Op_B,borderline,54.0,0.058,0.25,-0.01,0.0,0.0,54.38,53.95,0.049,0.083,Pass,Fail,0,1,-0.43,0.034
S208,5,2,B05,Op_C,good,59.25,0.114,0.25,-0.01,0.0,0.0,59.05,58.76,0.13,0.139,Pass,Pass,0,0,-0.29,0.009
S209,5,2,B05,Op_A,borderline,54.13,0.153,0.25,-0.01,0.0,0.0,54.3,55.33,0.138,0.14,Pass,Pass,0,0,1.03,0.002
S210,5,2,B05,Op_A,borderline,53.33,0.126,0.25,-0.01,0.0,0.0,54.29,52.46,0.115,0.124,Pass,Fail,0,1,-1.83,0.009
S211,5,2,B05,Op_A,good,60.69,0.111,0.25,-0.01,0.0,0.0,60.82,60.55,0.105,0.121,Pass,Pass,0,0,-0.27,0.016
S212,5,2,B05,Op_A,good,61.07,0.054,0.25,-0.01,0.0,0.0,61.01,61.47,0.045,0.01,Pass,Pass,0,0,0.46,-0.035
S213,5,2,B05,Op_C,borderline,54.84,0.11,0.25,-0.01,0.0,0.0,54.57,56.26,0.131,0.136,Pass,Pass,0,0,1.69,0.005
S214,5,2,B05,Op_A,borderline,54.12,0.157,0.25,-0.01,0.0,0.0,54.05,54.62,0.14,0.199,Pass,Pass,0,0,0.57,0.059
S215,5,2,B05,Op_B,borderline,53.79,0.126,0.25,-0.01,0.0,0.0,53.48,54.35,0.12,0.151,Fail,Pass,1,0,0.87,0.031
S216,5,2,B05,Op_B,borderline,53.8,0.145,0.25,-0.01,0.0,0.0,53.89,53.68,0.15,0.098,Fail,Fail,0,0,-0.21,-0.052
S217,5,3,B05,Op_B,failed,54.04,0.128,-0.35,0.015,0.0,0.0,54.08,54.06,0.141,0.084,Pass,Pass,0,0,-0.02,-0.057
S218,5,3,B05,Op_C,borderline,55.44,0.122,-0.35,0.015,0.0,0.0,54.68,55.16,0.116,0.158,Pass,Pass,0,0,0.48,0.042
S219,5,3,B05,Op_A,borderline,53.66,0.137,-0.35,0.015,0.0,0.0,53.65,52.28,0.108,0.129,Fail,Fail,0,0,-1.37,0.021
S220,5,3,B05,Op_A,failed,50.75,0.148,-0.35,0.015,0.0,0.0,51.13,50.92,0.146,0.172,Fail,Fail,0,0,-0.21,0.026
S221,5,3,B05,Op_A,good,58.96,0.117,-0.35,0.015,0.0,0.0,58.82,59.24,0.137,0.178,Pass,Pass,0,0,0.42,0.041
S222,5,3,B05,Op_C,good,60.38,0.078,-0.35,0.015,0.0,0.0,60.15,60.55,0.082,0.073,Pass,Pass,0,0,0.4,-0.009
S223,5,3,B05,Op_B,good,60.32,0.098,-0.35,0.015,0.0,0.0,59.84,59.99,0.102,0.102,Pass,Pass,0,0,0.15,0.0
S224,5,3,B05,Op_B,borderline,55.58,0.111,-0.35,0.015,0.0,0.0,54.93,54.61,0.095,0.134,Pass,Pass,0,0,-0.32,0.039
S225,5,3,B05,Op_A,borderline,53.65,0.102,-0.35,0.015,0.0,0.0,53.94,51.8,0.085,0.078,Fail,Fail,0,0,-2.14,-0.007
S226,5,3,B05,Op_B,borderline,54.6,0.168,-0.35,0.015,0.0,0.0,54.54,54.35,0.168,0.16,Pass,Pass,0,0,-0.19,-0.008
S227,5,3,B05,Op_B,good,56.88,0.138,-0.35,0.015,0.0,0.0,57.15,57.23,0.117,0.154,Pass,Pass,0,0,0.08,0.037
S228,5,3,B05,Op_C,good,57.61,0.187,-0.35,0.015,0.0,0.0,58.15,57.91,0.199,0.193,Pass,Pass,0,0,-0.24,-0.006
S229,5,4,B05,Op_C,good,60.83,0.062,0.1,0.02,0.0,0.0,61.15,61.46,0.049,0.1,Pass,Pass,0,0,0.31,0.051
S230,5,4,B05,Op_C,good,58.07,0.108,0.1,0.02,0.0,0.0,57.88,58.12,0.108,0.211,Pass,Pass,0,0,0.24,0.103
S231,5,4,B05,Op_C,borderline,53.66,0.144,0.1,0.02,0.0,0.0,53.71,54.47,0.116,0.167,Fail,Pass,1,0,0.76,0.051
S232,5,4,B05,Op_A,good,59.49,0.134,0.1,0.02,0.0,0.0,59.27,60.19,0.128,0.129,Pass,Pass,0,0,0.92,0.001
S233,5,4,B05,Op_C,good,60.54,0.081,0.1,0.02,0.0,0.0,60.29,60.37,0.063,0.144,Pass,Pass,0,0,0.08,0.081
S234,5,4,B05,Op_B,failed,48.91,0.148,0.1,0.02,0.0,0.0,49.03,49.45,0.113,0.12,Fail,Fail,0,0,0.42,0.007
S235,5,4,B05,Op_A,good,54.28,0.179,0.1,0.02,0.0,0.0,53.99,54.03,0.187,0.157,Fail,Pass,1,0,0.04,-0.03
S236,5,4,B05,Op_B,borderline,53.63,0.138,0.1,0.02,0.0,0.0,52.86,54.08,0.163,0.14,Fail,Pass,1,0,1.22,-0.023
S237,5,4,B05,Op_B,borderline,55.71,0.159,0.1,0.02,0.0,0.0,55.4,54.97,0.176,0.171,Pass,Pass,0,0,-0.43,-0.005
S238,5,4,B05,Op_B,good,60.01,0.123,0.1,0.02,0.0,0.0,59.9,59.32,0.133,0.124,Pass,Pass,0,0,-0.58,-0.009
S239,5,4,B05,Op_C,borderline,55.82,0.13,0.1,0.02,0.0,0.0,56.35,56.61,0.124,0.149,Pass,Pass,0,0,0.26,0.025
S240,5,4,B05,Op_C,failed,48.8,0.179,0.1,0.02,0.0,0.0,48.63,49.51,0.191,0.207,Fail,Fail,0,0,0.88,0.016
S241,6,1,B06,Op_A,failed,48.04,0.178,0.0,0.0,0.0,0.0,48.22,48.45,0.196,0.21,Fail,Fail,0,0,0.23,0.014
S242,6,1,B06,Op_A,good,60.19,0.098,0.0,0.0,0.0,0.0,60.13,60.25,0.1,0.101,Pass,Pass,0,0,0.12,0.001
S243,6,1,B06,Op_C,failed,50.86,0.194,0.0,0.0,0.0,0.0,51.29,49.31,0.176,0.177,Fail,Fail,0,0,-1.98,0.001
S244,6,1,B06,Op_B,good,59.96,0.076,0.0,0.0,0.0,0.0,60.36,59.91,0.069,0.106,Pass,Pass,0,0,-0.45,0.037
S245,6,1,B06,Op_A,good,60.9,0.097,0.0,0.0,0.0,0.0,61.31,61.2,0.123,0.072,Pass,Pass,0,0,-0.11,-0.051
S246,6,1,B06,Op_C,good,60.13,0.065,0.0,0.0,0.0,0.0,59.52,59.78,0.064,0.016,Pass,Pass,0,0,0.26,-0.048
S247,6,1,B06,Op_C,failed,51.11,0.137,0.0,0.0,0.0,0.0,51.18,50.65,0.087,0.173,Fail,Fail,0,0,-0.53,0.086
S248,6,1,B06,Op_C,good,60.57,0.095,0.0,0.0,0.0,0.0,60.84,61.51,0.073,0.129,Pass,Pass,0,0,0.67,0.056
S249,6,1,B06,Op_B,good,60.25,0.05,0.0,0.0,0.0,0.0,60.38,60.21,0.044,0.026,Pass,Pass,0,0,-0.17,-0.018
S250,6,1,B06,Op_C,borderline,55.36,0.197,0.0,0.0,0.0,0.0,55.58,55.66,0.213,0.185,Pass,Pass,0,0,0.08,-0.028
S251,6,1,B06,Op_C,good,61.01,0.057,0.0,0.0,0.0,0.0,61.03,61.51,0.053,0.029,Pass,Pass,0,0,0.48,-0.024
S252,6,1,B06,Op_C,good,61.8,0.085,0.0,0.0,0.0,0.0,61.54,61.15,0.101,0.095,Pass,Pass,0,0,-0.39,-0.006
S253,6,2,B06,Op_C,good,58.53,0.146,0.25,-0.01,0.0,0.0,57.94,58.91,0.138,0.188,Pass,Pass,0,0,0.97,0.05
S254,6,2,B06,Op_A,good,60.22,0.072,0.25,-0.01,0.0,0.0,59.99,61.33,0.043,0.083,Pass,Pass,0,0,1.34,0.04
S255,6,2,B06,Op_A,good,58.94,0.05,0.25,-0.01,0.0,0.0,59.88,60.37,0.043,0.071,Pass,Pass,0,0,0.49,0.028
S256,6,2,B06,Op_C,good,58.25,0.1,0.25,-0.01,0.0,0.0,58.08,58.53,0.105,0.115,Pass,Pass,0,0,0.45,0.01
S257,6,2,B06,Op_B,borderline,53.81,0.12,0.25,-0.01,0.0,0.0,53.12,53.91,0.124,0.11,Fail,Fail,0,0,0.79,-0.014
S258,6,2,B06,Op_A,good,60.24,0.05,0.25,-0.01,0.0,0.0,60.5,60.66,0.031,0.073,Pass,Pass,0,0,0.16,0.042
S259,6,2,B06,Op_C,good,60.13,0.108,0.25,-0.01,0.0,0.0,60.43,60.54,0.103,0.12,Pass,Pass,0,0,0.11,0.017
S260,6,2,B06,Op_A,failed,51.1,0.173,0.25,-0.01,0.0,0.0,51.55,52.25,0.213,0.206,Fail,Fail,0,0,0.7,-0.007
S261,6,2,B06,Op_A,good,59.16,0.141,0.25,-0.01,0.0,0.0,59.32,58.76,0.123,0.117,Pass,Pass,0,0,-0.56,-0.006
S262,6,2,B06,Op_B,borderline,54.5,0.108,0.25,-0.01,0.0,0.0,54.8,54.57,0.118,0.046,Pass,Pass,0,0,-0.23,-0.072
S263,6,2,B06,Op_C,good,60.73,0.05,0.25,-0.01,0.0,0.0,61.37,60.25,0.019,0.071,Pass,Pass,0,0,-1.12,0.052
S264,6,2,B06,Op_C,good,57.27,0.108,0.25,-0.01,0.0,0.0,57.01,56.86,0.121,0.108,Pass,Pass,0,0,-0.15,-0.013
S265,6,3,B06,Op_B,good,59.54,0.101,-0.35,0.015,0.0,0.0,59.21,59.43,0.088,0.107,Pass,Pass,0,0,0.22,0.019
S266,6,3,B06,Op_B,good,59.63,0.13,-0.35,0.015,0.0,0.0,59.25,59.81,0.136,0.138,Pass,Pass,0,0,0.56,0.002
S267,6,3,B06,Op_C,good,60.63,0.138,-0.35,0.015,0.0,0.0,60.54,59.86,0.119,0.23,Pass,Pass,0,0,-0.68,0.111
S268,6,3,B06,Op_C,good,57.47,0.155,-0.35,0.015,0.0,0.0,57.97,57.62,0.159,0.151,Pass,Pass,0,0,-0.35,-0.008
S269,6,3,B06,Op_B,good,61.74,0.095,-0.35,0.015,0.0,0.0,61.92,62.11,0.081,0.084,Pass,Pass,0,0,0.19,0.003
S270,6,3,B06,Op_A,good,59.82,0.125,-0.35,0.015,0.0,0.0,59.99,60.73,0.114,0.143,Pass,Pass,0,0,0.74,0.029
S271,6,3,B06,Op_A,good,59.9,0.082,-0.35,0.015,0.0,0.0,59.26,59.6,0.089,0.132,Pass,Pass,0,0,0.34,0.043
S272,6,3,B06,Op_B,good,58.9,0.113,-0.35,0.015,0.0,0.0,58.66,58.13,0.107,0.196,Pass,Pass,0,0,-0.53,0.089
S273,6,3,B06,Op_A,good,60.31,0.062,-0.35,0.015,0.0,0.0,59.67,59.31,0.068,0.097,Pass,Pass,0,0,-0.36,0.029
S274,6,3,B06,Op_B,borderline,54.55,0.143,-0.35,0.015,0.0,0.0,54.96,53.48,0.14,0.12,Pass,Fail,0,1,-1.48,-0.02
S275,6,3,B06,Op_A,borderline,55.71,0.135,-0.35,0.015,0.0,0.0,56.26,56.17,0.136,0.209,Pass,Pass,0,0,-0.09,0.073
S276,6,3,B06,Op_A,good,57.34,0.172,-0.35,0.015,0.0,0.0,57.61,56.01,0.179,0.186,Pass,Pass,0,0,-1.6,0.007
S277,6,4,B06,Op_C,borderline,54.68,0.133,0.1,0.02,0.0,0.0,54.33,55.57,0.128,0.128,Pass,Pass,0,0,1.24,0.0
S278,6,4,B06,Op_C,borderline,54.91,0.141,0.1,0.02,0.0,0.0,55.43,54.45,0.126,0.129,Pass,Pass,0,0,-0.98,0.003
S279,6,4,B06,Op_A,good,59.22,0.113,0.1,0.02,0.0,0.0,59.13,58.87,0.105,0.158,Pass,Pass,0,0,-0.26,0.053
S280,6,4,B06,Op_A,failed,49.89,0.162,0.1,0.02,0.0,0.0,49.46,49.89,0.18,0.189,Fail,Fail,0,0,0.43,0.009
S281,6,4,B06,Op_C,failed,49.96,0.151,0.1,0.02,0.0,0.0,49.62,49.6,0.153,0.181,Fail,Fail,0,0,-0.02,0.028
S282,6,4,B06,Op_C,good,59.76,0.141,0.1,0.02,0.0,0.0,59.61,60.47,0.128,0.2,Pass,Pass,0,0,0.86,0.072
S283,6,4,B06,Op_C,good,56.79,0.095,0.1,0.02,0.0,0.0,56.81,58.07,0.101,0.091,Pass,Pass,0,0,1.26,-0.01
S284,6,4,B06,Op_B,failed,51.95,0.121,0.1,0.02,0.0,0.0,51.89,51.62,0.128,0.182,Fail,Fail,0,0,-0.27,0.054
S285,6,4,B06,Op_A,borderline,54.02,0.165,0.1,0.02,0.0,0.0,53.53,53.84,0.173,0.169,Fail,Fail,0,0,0.31,-0.004
S286,6,4,B06,Op_C,good,59.69,0.137,0.1,0.02,0.0,0.0,60.11,59.68,0.122,0.222,Pass,Pass,0,0,-0.43,0.1
S287,6,4,B06,Op_A,good,60.05,0.086,0.1,0.02,0.0,0.0,60.0,60.5,0.076,0.124,Pass,Pass,0,0,0.5,0.048
S288,6,4,B06,Op_B,good,58.71,0.097,0.1,0.02,0.0,0.0,58.46,58.71,0.087,0.089,Pass,Pass,0,0,0.25,0.002
S289,7,1,B07,Op_B,good,59.3,0.114,0.0,0.0,0.0,0.0,59.69,60.2,0.109,0.053,Pass,Pass,0,0,0.51,-0.056
S290,7,1,B07,Op_C,borderline,52.46,0.135,0.0,0.0,0.0,0.0,52.05,53.21,0.143,0.159,Fail,Fail,0,0,1.16,0.016
S291,7,1,B07,Op_B,good,60.6,0.072,0.0,0.0,0.0,0.0,60.03,59.83,0.076,0.061,Pass,Pass,0,0,-0.2,-0.015
S292,7,1,B07,Op_A,good,61.12,0.118,0.0,0.0,0.0,0.0,61.57,61.46,0.124,0.113,Pass,Pass,0,0,-0.11,-0.011
S293,7,1,B07,Op_C,borderline,52.8,0.172,0.0,0.0,0.0,0.0,53.46,53.79,0.192,0.195,Fail,Fail,0,0,0.33,0.003
S294,7,1,B07,Op_A,good,58.89,0.148,0.0,0.0,0.0,0.0,58.73,58.57,0.158,0.178,Pass,Pass,0,0,-0.16,0.02
S295,7,1,B07,Op_A,good,57.66,0.08,0.0,0.0,0.0,0.0,57.64,57.47,0.078,0.117,Pass,Pass,0,0,-0.17,0.039
S296,7,1,B07,Op_B,borderline,54.32,0.128,0.0,0.0,0.0,0.0,53.92,53.98,0.11,0.093,Fail,Fail,0,0,0.06,-0.017
S297,7,1,B07,Op_B,failed,51.47,0.172,0.0,0.0,0.0,0.0,51.47,51.14,0.161,0.215,Fail,Fail,0,0,-0.33,0.054
S298,7,1,B07,Op_B,borderline,55.49,0.106,0.0,0.0,0.0,0.0,55.32,54.41,0.102,0.089,Pass,Pass,0,0,-0.91,-0.013
S299,7,1,B07,Op_B,borderline,55.62,0.152,0.0,0.0,0.0,0.0,55.58,54.76,0.164,0.084,Pass,Pass,0,0,-0.82,-0.08
S300,7,1,B07,Op_B,good,61.47,0.126,0.0,0.0,0.0,0.0,61.61,61.52,0.126,0.091,Pass,Pass,0,0,-0.09,-0.035
S301,7,2,B07,Op_C,good,59.17,0.089,0.25,-0.01,0.0,0.0,58.79,60.4,0.079,0.086,Pass,Pass,0,0,1.61,0.007
S302,7,2,B07,Op_A,borderline,53.35,0.151,0.25,-0.01,0.0,0.0,53.22,53.2,0.14,0.112,Fail,Fail,0,0,-0.02,-0.028
S303,7,2,B07,Op_A,good,59.33,0.149,0.25,-0.01,0.0,0.0,58.7,59.16,0.148,0.136,Pass,Pass,0,0,0.46,-0.012
S304,7,2,B07,Op_A,good,60.45,0.151,0.25,-0.01,0.0,0.0,60.33,61.81,0.164,0.151,Pass,Pass,0,0,1.48,-0.013
S305,7,2,B07,Op_A,good,57.66,0.14,0.25,-0.01,0.0,0.0,57.63,57.19,0.164,0.125,Pass,Pass,0,0,-0.44,-0.039
S306,7,2,B07,Op_B,good,61.99,0.103,0.25,-0.01,0.0,0.0,62.07,61.16,0.1,0.078,Pass,Pass,0,0,-0.91,-0.022
S307,7,2,B07,Op_A,good,60.85,0.068,0.25,-0.01,0.0,0.0,60.93,60.56,0.067,0.02,Pass,Pass,0,0,-0.37,-0.047
S308,7,2,B07,Op_C,good,59.19,0.117,0.25,-0.01,0.0,0.0,59.51,59.01,0.099,0.108,Pass,Pass,0,0,-0.5,0.009
S309,7,2,B07,Op_C,good,58.43,0.128,0.25,-0.01,0.0,0.0,57.89,57.54,0.157,0.056,Pass,Pass,0,0,-0.35,-0.101
S310,7,2,B07,Op_A,good,58.5,0.105,0.25,-0.01,0.0,0.0,57.98,58.67,0.084,0.074,Pass,Pass,0,0,0.69,-0.01
S311,7,2,B07,Op_A,failed,50.61,0.153,0.25,-0.01,0.0,0.0,50.8,51.48,0.171,0.115,Fail,Fail,0,0,0.68,-0.056
S312,7,2,B07,Op_C,borderline,54.27,0.105,0.25,-0.01,0.0,0.0,53.56,53.68,0.1,0.088,Fail,Fail,0,0,0.12,-0.012
S313,7,3,B07,Op_C,borderline,55.45,0.082,-0.35,0.015,0.0,0.0,55.51,55.16,0.073,0.091,Pass,Pass,0,0,-0.35,0.018
S314,7,3,B07,Op_B,borderline,54.16,0.085,-0.35,0.015,0.0,0.0,53.75,54.07,0.068,0.129,Fail,Pass,1,0,0.32,0.061
S315,7,3,B07,Op_C,good,60.26,0.115,-0.35,0.015,0.0,0.0,60.81,59.86,0.151,0.178,Pass,Pass,0,0,-0.95,0.027
S316,7,3,B07,Op_B,good,59.46,0.108,-0.35,0.015,0.0,0.0,59.55,59.23,0.111,0.089,Pass,Pass,0,0,-0.32,-0.022
S317,7,3,B07,Op_B,borderline,54.77,0.125,-0.35,0.015,0.0,0.0,54.69,54.55,0.125,0.2,Pass,Pass,0,0,-0.14,0.075
S318,7,3,B07,Op_B,borderline,54.27,0.133,-0.35,0.015,0.0,0.0,54.7,53.39,0.146,0.125,Pass,Fail,0,1,-1.31,-0.021
S319,7,3,B07,Op_B,borderline,55.21,0.142,-0.35,0.015,0.0,0.0,54.84,55.83,0.132,0.162,Pass,Pass,0,0,0.99,0.03
S320,7,3,B07,Op_B,good,60.58,0.091,-0.35,0.015,0.0,0.0,60.27,61.04,0.091,0.121,Pass,Pass,0,0,0.77,0.03
S321,7,3,B07,Op_A,good,60.19,0.058,-0.35,0.015,0.0,0.0,59.75,60.61,0.059,0.146,Pass,Pass,0,0,0.86,0.087
S322,7,3,B07,Op_C,good,60.41,0.124,-0.35,0.015,0.0,0.0,60.11,60.72,0.116,0.123,Pass,Pass,0,0,0.61,0.007
S323,7,3,B07,Op_B,good,58.08,0.124,-0.35,0.015,0.0,0.0,58.1,56.71,0.142,0.085,Pass,Pass,0,0,-1.39,-0.057
S324,7,3,B07,Op_C,borderline,54.82,0.147,-0.35,0.015,0.0,0.0,54.99,55.07,0.144,0.207,Pass,Pass,0,0,0.08,0.063
S325,7,4,B07,Op_C,borderline,55.75,0.157,0.1,0.02,0.0,0.0,56.09,56.28,0.134,0.152,Pass,Pass,0,0,0.19,0.018
S326,7,4,B07,Op_B,good,60.24,0.074,0.1,0.02,0.0,0.0,59.6,59.34,0.069,0.083,Pass,Pass,0,0,-0.26,0.014
S327,7,4,B07,Op_A,failed,48.95,0.219,0.1,0.02,0.0,0.0,48.89,48.91,0.223,0.205,Fail,Fail,0,0,0.02,-0.018
S328,7,4,B07,Op_B,borderline,54.45,0.137,0.1,0.02,0.0,0.0,54.06,54.73,0.124,0.146,Pass,Pass,0,0,0.67,0.022
S329,7,4,B07,Op_A,good,60.06,0.126,0.1,0.02,0.0,0.0,59.99,61.24,0.114,0.121,Pass,Pass,0,0,1.25,0.007
S330,7,4,B07,Op_C,good,58.36,0.134,0.1,0.02,0.0,0.0,59.18,58.93,0.126,0.174,Pass,Pass,0,0,-0.25,0.048
S331,7,4,B07,Op_A,good,57.46,0.088,0.1,0.02,0.0,0.0,57.56,57.0,0.106,0.11,Pass,Pass,0,0,-0.56,0.004
S332,7,4,B07,Op_A,good,59.03,0.122,0.1,0.02,0.0,0.0,59.34,60.23,0.115,0.122,Pass,Pass,0,0,0.89,0.007
S333,7,4,B07,Op_A,good,58.39,0.122,0.1,0.02,0.0,0.0,59.08,58.52,0.143,0.172,Pass,Pass,0,0,-0.56,0.029
S334,7,4,B07,Op_C,good,59.48,0.105,0.1,0.02,0.0,0.0,59.87,59.41,0.096,0.133,Pass,Pass,0,0,-0.46,0.037
S335,7,4,B07,Op_C,good,57.11,0.119,0.1,0.02,0.0,0.0,56.95,57.0,0.124,0.084,Pass,Pass,0,0,0.05,-0.04
S336,7,4,B07,Op_A,good,60.35,0.095,0.1,0.02,0.0,0.0,59.9,59.39,0.088,0.143,Pass,Pass,0,0,-0.51,0.055
S337,8,1,B08,Op_A,failed,49.55,0.203,0.0,0.0,-0.25,0.01,49.54,49.23,0.214,0.219,Fail,Fail,0,0,-0.31,0.005
S338,8,1,B08,Op_B,good,60.99,0.11,0.0,0.0,-0.25,0.01,60.79,61.06,0.093,0.162,Pass,Pass,0,0,0.27,0.069
S339,8,1,B08,Op_A,borderline,54.22,0.144,0.0,0.0,-0.25,0.01,53.69,53.72,0.155,0.158,Fail,Fail,0,0,0.03,0.003
S340,8,1,B08,Op_B,good,59.46,0.059,0.0,0.0,-0.25,0.01,59.54,59.48,0.061,0.045,Pass,Pass,0,0,-0.06,-0.016
S341,8,1,B08,Op_A,failed,50.24,0.188,0.0,0.0,-0.25,0.01,50.33,49.43,0.178,0.192,Fail,Fail,0,0,-0.9,0.014
S342,8,1,B08,Op_B,good,58.47,0.133,0.0,0.0,-0.25,0.01,59.09,58.13,0.131,0.167,Pass,Pass,0,0,-0.96,0.036
S343,8,1,B08,Op_C,good,63.21,0.145,0.0,0.0,-0.25,0.01,63.08,63.17,0.168,0.132,Pass,Pass,0,0,0.09,-0.036
S344,8,1,B08,Op_A,failed,49.76,0.209,0.0,0.0,-0.25,0.01,49.86,49.63,0.211,0.206,Fail,Fail,0,0,-0.23,-0.005
S345,8,1,B08,Op_A,failed,52.04,0.103,0.0,0.0,-0.25,0.01,51.81,50.75,0.092,0.106,Fail,Fail,0,0,-1.06,0.014
S346,8,1,B08,Op_A,failed,48.86,0.186,0.0,0.0,-0.25,0.01,49.17,48.32,0.168,0.162,Fail,Fail,0,0,-0.85,-0.006
S347,8,1,B08,Op_A,good,60.06,0.154,0.0,0.0,-0.25,0.01,60.02,60.9,0.162,0.141,Pass,Pass,0,0,0.88,-0.021
